Fecha de Simulación,Capacidad (MW),DC/AC Ratio,Tilt (°),Azimuth (°),GCR,Eficiencia Inversor (%),Pérdidas (%),Energía Anual (MWh)
2025-04-26 11:24:16,100,1.1,23,0,0.4,96,14.0,184904.63
