latitude,longitude,timezone,elevation
-23.6,-70.4,-4,1000
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Temperature,Wind Speed
2000,3,26,20,0,243.00000000000009,394.75833333333327,14.758333333333333,14.7,1.6
2000,3,26,21,0,164.10833333333343,306.0333333333333,11.35,13.8,1.6
2000,3,26,22,0,95.97500000000008,218.94166666666663,8.025,12.9,1.5
2000,3,26,23,0,43.74166666666674,135.1333333333333,4.866666666666666,12.4,0.7
2000,3,27,0,0,11.208333333333409,58.099999999999966,2.033333333333333,11.0,0.6
2000,3,27,1,0,0.0,0.0,0.0,10.4,0.9
2000,3,27,2,0,0.8000000000000758,0.0,0.7999999999999999,9.8,2.0
2000,3,27,3,0,22.80833333333341,70.74999999999996,3.341666666666667,9.8,3.0
2000,3,27,4,0,22.80833333333341,70.74999999999996,3.341666666666667,8.7,3.7
2000,3,27,5,0,83.75000000000007,156.82499999999996,6.6000000000000005,7.5,4.2
2000,3,27,6,0,158.17500000000007,245.2833333333333,9.983333333333334,6.2,4.6
2000,3,27,7,0,240.37500000000009,334.80833333333334,13.425,9.5,4.4
2000,3,27,8,0,324.0666666666668,424.4833333333333,16.875,14.1,3.4
2000,3,27,9,0,402.8583333333334,513.4416666666666,20.291666666666668,17.7,1.4
